file_name,chars_total,lines_total,header_end_line,header_marker,backmatter_start_line,backmatter_marker,chars_header,chars_body,chars_backmatter,boilerplate_lines,reference_link_lines,short_lines,has_publisher_footer,doi,journal,admin_sections,content_sections,pct_header,pct_body,pct_backmatter
Characterization of mouse ocular response to a 35d.txt,65033,1090,146.0,^Abstract$,614.0,^acknowledge?ments?$,5021,47364,12649,96,350,508,True,10.1038/s41598-019-44696-0,Sci Rep,Acknowledgments|References|Competing interests|Author contributions|Supplementary|Footnotes,Abstract|Introduction|Results|Discussion,7.72,72.83,19.45
Mice Exposed to Combined Chronic LowDose Irradiati.txt,55404,1195,137.0,^Abstract$,712.0,^acknowledge?ments?$,3791,36821,14793,104,367,510,True,10.3390/ijms20174094,Int J Mol Sci,Acknowledgments|References|Funding|Author contributions|Supplementary,Abstract,6.84,66.46,26.7
Spaceflight influences gene expression photorecept.txt,64851,1256,141.0,^Abstract$,568.0,^acknowledge?ments?$,4652,42375,17825,120,494,630,True,10.1038/s41598-019-49453-x,Sci Rep,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,7.17,65.34,27.49
Evaluating ocular response in the retina and optic.txt,46053,737,75.0,^Abstract$,372.0,^acknowledge?ments?$,2369,31350,12335,70,267,350,True,10.3390/life11080849,Life (Basel),Acknowledgments|References|Funding|Author contributions|Data availability|Footnotes,Abstract,5.14,68.07,26.78
Characterization of gene expression profiles in th.txt,70636,2038,76.0,^Abstract$,1044.0,^acknowledge?ments?$,2902,43389,24346,176,765,837,True,10.1038/s41526-022-00217-4,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.11,61.43,34.47
A multiomics longitudinal study of the murine reti.txt,74888,2063,90.0,^Abstract$,1328.0,^acknowledge?ments?$,2692,53512,18685,139,562,828,True,10.1038/s41598-022-19360-9,Sci Rep,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,3.59,71.46,24.95
Evidence of spaceflightinduced adverse effects on .txt,56224,1030,72.0,^Abstract$,468.0,^acknowledge?ments?$,2115,35732,18378,108,426,558,True,10.3390/ijms24087362,Int J Mol Sci,Acknowledgments|References|Funding|Author contributions|Data availability|Footnotes,Abstract,3.76,63.55,32.69
Effects of spaceflight on the brain.txt,52278,674,100.0,^Abstract$,472.0,^references$,2947,44423,4909,51,174,236,True,10.1007/s00221-025-07090-z,Exp Brain Res,References|Funding|Competing interests|Author contributions|Data availability|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,5.64,84.97,9.39
Routine omics collection is a golden opportunity f.txt,113328,2056,190.0,^PMC Copyright notice$,692.0,^acknowledge?ments?$,5436,63808,44085,249,1081,1175,True,10.1016/j.patter.2022.100550,Patterns (N Y),Acknowledgments|References|Author contributions,Introduction|Conclusion,4.8,56.3,38.9
Spatial omics technologies at multimodal and singl.txt,82891,2147,118.0,^Abstract$,979.0,^acknowledge?ments?$,4339,46211,32342,200,893,1170,True,10.1186/s13059-022-02824-6,Genome Biol,Acknowledgments|References|Competing interests|Data availability|Supplementary|Footnotes,Abstract|Conclusion,5.23,55.75,39.02
Genomic characterization and radiation tolerance o.txt,122729,3149,144.0,^Abstract$,1829.0,^acknowledge?ments?$,5437,74635,42658,190,800,977,True,10.1186/s43008-023-00119-4,IMA Fungus,Acknowledgments|References|Funding|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion|Conclusion,4.43,60.81,34.76
Genome and clonal hematopoiesis stability contrast.txt,90347,1576,420.0,^Copyright and License information$,924.0,^acknowledge?ments?$,9742,57683,22923,135,388,683,True,10.1093/pcmedi/pbae007,Precis Clin Med,Acknowledgments|References|Competing interests|Data availability|Supplementary|Contributor Information,Abstract|Introduction|Methods|Results|Discussion|Conclusion,10.78,63.85,25.37
Molecular and physiologic changes in the SpaceX In.txt,123607,2534,665.0,^Abstract$,1603.0,^acknowledge?ments?$,17770,85492,20346,181,523,1219,True,10.1038/s41586-024-07648-x,Nature,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Methods|Discussion|Conclusion,14.38,69.16,16.46
Telomeric RNA TERRA increases in response to space.txt,95197,2076,242.0,^Abstract$,878.0,^acknowledge?ments?$,7701,58711,28786,199,879,1152,True,10.1038/s42003-024-06014-x,Commun Biol,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,8.09,61.67,30.24
Spatial multiomics of human skin reveals KRAS and .txt,84486,1876,263.0,^Abstract$,970.0,^acknowledge?ments?$,7109,53686,23692,152,614,923,True,10.1038/s41467-024-48625-2,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,8.41,63.54,28.04
Longitudinal multiomics analysis of host microbiom.txt,105429,2205,408.0,^Abstract$,1340.0,^acknowledge?ments?$,9983,70686,24761,172,555,1063,True,10.1038/s41564-024-01635-8,Nat Microbiol,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Methods|Results|Discussion,9.47,67.05,23.49
Spatiotemporal expression and control of haemoglob.txt,86040,1246,236.0,^Abstract$,583.0,^acknowledge?ments?$,5984,59118,20939,131,470,607,True,10.1038/s41467-024-49289-8,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,6.95,68.71,24.34
Singlecell multiome and immune profiles of the Ins.txt,123396,2590,614.0,^Abstract$,1583.0,^acknowledge?ments?$,18029,78097,27271,206,710,1321,True,10.1038/s41467-024-49211-2,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,14.61,63.29,22.1
Singlecell analysis identifies conserved features .txt,147739,2746,311.0,^Abstract$,1711.0,^acknowledge?ments?$,8371,111281,28088,188,736,1313,True,10.1038/s41467-023-42013-y,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,5.67,75.32,19.01
The Space Omics and Medical Atlas SOMA and interna.txt,108153,2546,,,1901.0,^acknowledge?ments?$,0,88906,19248,191,302,1115,True,10.1038/s41586-024-07639-y,Nature,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Methods|Discussion,0.0,82.2,17.8
Secretome profiling reveals acute changes in oxida.txt,102525,2119,430.0,^Abstract$,1036.0,^acknowledge?ments?$,11626,60340,30560,212,796,1134,True,10.1038/s41467-024-48841-w,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,11.34,58.85,29.81
Transcriptomics analysis reveals molecular alterat.txt,127092,2915,322.0,^Abstract$,1452.0,^acknowledge?ments?$,9754,76303,41036,245,1058,1477,True,10.1038/s43856-024-00532-9,Commun Med (Lond),Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion|Conclusion,7.67,60.04,32.29
Cosmic kidney disease an integrated panomic physio.txt,130803,2863,,,1844.0,^acknowledge?ments?$,0,97203,33601,222,520,1298,True,10.1038/s41467-024-49212-1,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,0.0,74.31,25.69
Spaceflight induces changes in gene expression pro.txt,106834,2195,291.0,^Abstract$,1192.0,^acknowledge?ments?$,8802,71013,27020,196,755,1093,True,10.1038/s42003-023-05213-2,Commun Biol,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,8.24,66.47,25.29
Protective alleles and precision healthcare in cre.txt,95545,2676,239.0,^Abstract$,809.0,^acknowledge?ments?$,7315,51698,36533,219,1036,1279,True,10.1038/s41467-024-49423-6,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Results|Discussion,7.66,54.11,38.24
To boldly go where no microRNAs have gone before S.txt,7947,254,,,,,0,7948,0,28,0,97,True,10.1038/s42003-024-07022-7,Commun Biol,,,0.0,100.01,0.0
Growth chambers on the International Space Station.txt,66372,1048,101.0,^Abstract$,698.0,^acknowledge?ments?$,2734,51422,12217,79,253,453,True,10.3390/plants13010073,Plants (Basel),Acknowledgments|References|Funding|Author contributions|Data availability|Footnotes,Abstract,4.12,77.48,18.41
Microbiological and nutritional analysis of lettuc.txt,83264,1779,99.0,^Abstract$,801.0,^acknowledge?ments?$,2938,56656,23671,153,591,651,True,10.3389/fpls.2020.00199,Front Plant Sci,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,3.53,68.04,28.43
Natural variation in the expression of ORGANIC CAT.txt,51432,1600,62.0,^Abstract$,994.0,^acknowledge?ments?$,1823,37028,12582,87,347,461,True,10.1093/jxb/eru444,J Exp Bot,Acknowledgments|References|Supplementary,Abstract|Introduction|Methods|Results|Discussion,3.54,71.99,24.46
Auxin Shape matters.txt,67794,1405,114.0,^Abstract$,969.0,^references$,4087,48542,15166,95,367,501,True,10.1016/j.heliyon.2019.e02221,Heliyon,References|Funding|Competing interests,Abstract,6.03,71.6,22.37
Gravity signaling in flowering plant roots.txt,92222,2984,102.0,^Abstract$,2030.0,^acknowledge?ments?$,4036,71087,17100,121,536,1163,True,10.1038/s41467-025-59047-z,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.38,77.08,18.54
Cadaverine regulates biotin synthesis to modulate .txt,88048,2309,105.0,^PMC Copyright notice$,1217.0,^acknowledge?ments?$,2631,62072,23346,116,481,799,True,10.1111/tpj.15417,Plant J,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary,Introduction|Results|Discussion,2.99,70.5,26.52
Lowspeed clinorotation of Brachypodium distachyon .txt,82357,1616,117.0,^Abstract$,1088.0,^acknowledge?ments?$,2691,62999,16668,97,389,649,True,10.3390/ijms24021540,Int J Mol Sci,Acknowledgments|References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,3.27,76.5,20.24
New device for highthroughput viability screening .txt,38923,848,74.0,^Abstract$,362.0,^acknowledge?ments?$,1982,27417,9525,69,288,442,True,10.1128/AEM.03065-09,Appl Environ Microbiol,Acknowledgments|References|Footnotes,Abstract|Methods|Results|Discussion,5.09,70.44,24.47
Sigma Sdependent antioxidant defense protects stat.txt,83586,2948,103.0,^Abstract$,1419.0,^acknowledge?ments?$,2439,50771,30377,197,898,1265,True,10.1128/AAC.03683-14,Antimicrob Agents Chemother,Acknowledgments|References|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,2.92,60.74,36.34
Plasma membrane disruption PMD formation and repai.txt,80221,2704,54.0,^Abstract$,,,1744,78478,0,278,1381,1552,False,10.1016/j.bone.2021.115970,Bone,Acknowledgments|References|Footnotes,Abstract,2.17,97.83,0.0
Microgravity alters the expression of salivary pro.txt,55668,1262,76.0,^Abstract$,514.0,^acknowledge?ments?$,2242,31054,22373,127,628,575,False,10.1016/j.archoralbio.2019.104621,Arch Oral Biol,Acknowledgments|References|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.03,55.78,40.19
Salivary Gland Protein Expression after BionM1 and.txt,55668,1262,76.0,^Abstract$,514.0,^acknowledge?ments?$,2242,31054,22373,127,628,575,False,10.1016/j.archoralbio.2019.104621,Arch Oral Biol,Acknowledgments|References|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.03,55.78,40.19
Response of the mouse sublingual gland to spacefli.txt,38817,803,66.0,^Abstract$,347.0,^acknowledge?ments?$,1972,24371,12475,78,347,427,False,10.1111/eos.12541,Eur J Oral Sci,Acknowledgments|References|Footnotes,Abstract|Results|Discussion,5.08,62.78,32.14
Effects of spaceflight on the mouse submandibular .txt,45921,966,97.0,^Abstract$,683.0,^acknowledge?ments?$,2510,33038,10374,70,209,378,True,10.3389/fphys.2024.1417719,Front Physiol,Acknowledgments|References|Funding|Competing interests|Author contributions|Data availability,Abstract,5.47,71.95,22.59
Reactivation of Latent EpsteinBarr Virus A Compari.txt,51857,678,148.0,^Abstract$,453.0,^acknowledge?ments?$,4401,40064,7393,56,157,272,True,10.3390/ijms19102961,Int J Mol Sci,Acknowledgments|References|Funding|Author contributions|Supplementary,Abstract,8.49,77.26,14.26
The influence of spaceflight on the astronaut sali.txt,69079,1397,106.0,^Abstract$,733.0,^acknowledge?ments?$,3056,43330,22694,124,479,633,True,10.1186/s40168-020-00830-z,Microbiome,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion|Conclusion,4.42,62.73,32.85
The cyclic nucleotidegated channel CNGC14 regulate.txt,119393,2440,138.0,^Abstract$,1462.0,^acknowledge?ments?$,3370,70236,45788,160,644,814,True,10.7554/eLife.85193,eLife,Acknowledgments|References|Funding|Competing interests|Author contributions|Data availability|Supplementary|Contributor Information,Abstract|Introduction|Methods|Results|Discussion,2.82,58.83,38.35
Telomere length assessments of muscle stem cells i.txt,46378,1089,55.0,^PMC Copyright notice$,991.0,^acknowledge?ments?$,1742,41461,3176,44,72,286,True,10.1016/j.xpro.2021.100830,STAR Protoc,Acknowledgments|References|Author contributions|Data availability|Contributor Information,,3.76,89.4,6.85
Persistent NFŒB activation in muscle stem cells in.txt,85055,1889,115.0,^PMC Copyright notice$,1341.0,^acknowledge?ments?$,3636,66816,14604,110,448,481,False,10.1016/j.celrep.2021.109098,Cell Rep,Acknowledgments|References|Author contributions|Data availability|Supplementary|Footnotes,Introduction|Results|Discussion,4.27,78.56,17.17
Piezo1 regulates the regenerative capacity of skel.txt,85610,1727,167.0,^Abstract$,805.0,^acknowledge?ments?$,6367,59925,19319,138,550,774,True,10.1126/sciadv.abn0485,Sci Adv,Acknowledgments|Competing interests|Supplementary,Abstract|Introduction|Methods|Results|Discussion,7.44,70.0,22.57
Impacts of radiation exposure hindlimb unloading a.txt,71697,1504,84.0,^Abstract$,624.0,^acknowledge?ments?$,3361,47184,21153,153,665,824,True,10.1038/s41526-023-00303-1,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.69,65.81,29.5
Ethyleneinduced flavonol accumulation in guard cel.txt,66149,2667,69.0,^Abstract$,1753.0,^acknowledge?ments?$,1898,48080,16172,117,499,783,True,10.1104/pp.113.233528,Plant Physiol,Acknowledgments|References|Supplementary|Footnotes,Abstract|Methods|Results|Discussion|Conclusion,2.87,72.68,24.45
Transcriptional and Hormonal Regulation of Gravitr.txt,83605,1865,136.0,^Abstract$,1235.0,^acknowledge?ments?$,3898,62469,17239,115,436,654,True,10.1105/tpc.15.00531,Plant Cell,Acknowledgments|References|Author contributions|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.66,74.72,20.62
Endosidin2 targets conserved exocyst complex subun.txt,90665,2091,156.0,^Abstract$,1066.0,^acknowledge?ments?$,4433,57783,28450,168,755,806,True,10.3389/fpls.2023.1171957,Front Plant Sci,Acknowledgments|References|Funding|Competing interests|Author contributions|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion|Conclusion,4.89,63.73,31.38
A conditional mutation in SCD1 reveals linkage bet.txt,83775,2039,90.0,^Abstract$,1008.0,^acknowledge?ments?$,2810,56711,24255,134,579,657,True,10.3389/fpls.2020.00910,Front Plant Sci,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,3.35,67.69,28.95
A comprehensive SARSCoV2 and COVID19 review Part 1.txt,68761,1322,169.0,^Abstract$,528.0,^acknowledge?ments?$,5256,41584,21922,152,618,735,True,10.1038/s41431-022-01108-8,Eur J Hum Genet,Acknowledgments|References|Funding|Competing interests|Author contributions|Supplementary|Footnotes|Contributor Information,Abstract|Introduction|Conclusion,7.64,60.48,31.88
Changes in nuclear shape and gene expression in re.txt,71346,1283,106.0,^Abstract$,569.0,^acknowledge?ments?$,3270,46765,21312,138,560,694,True,10.3390/ijms21186762,Int J Mol Sci,Acknowledgments|References|Funding|Author contributions|Supplementary,Abstract,4.58,65.55,29.87
Growth of Carnobacterium spp from permafrost under.txt,32441,900,67.0,^Abstract$,645.0,^acknowledge?ments?$,1989,22110,8343,55,178,382,True,10.1073/pnas.1209793110,Proc Natl Acad Sci U S A,Acknowledgments|References|Footnotes,Abstract|Methods,6.13,68.15,25.72
Complete Genome Sequence of Carnobacterium gilichi.txt,7287,223,56.0,^Copyright and License information$,123.0,^acknowledge?ments?$,1120,3995,2173,25,54,81,True,10.1128/genomeA.00985-13,Genome Announc,Acknowledgments|References|Footnotes,Abstract,15.37,54.82,29.82
Exposure of Bacillus subtilis to low pressure 5 ki.txt,47788,1614,59.0,^Abstract$,772.0,^acknowledge?ments?$,1450,28204,18135,112,471,709,True,10.1128/AEM.00885-14,Appl Environ Microbiol,Acknowledgments|References|Supplementary|Footnotes,Abstract|Introduction|Methods,3.03,59.02,37.95
Resistance of Bacillus subtilis Spore DNA to Letha.txt,40042,1500,98.0,^Abstract$,872.0,^acknowledge?ments?$,2517,24068,13458,92,369,799,True,10.1128/AEM.03136-13,Appl Environ Microbiol,Acknowledgments|References|Footnotes,Abstract|Introduction|Methods|Results|Discussion,6.29,60.11,33.61
Cultivation of Staphylococcus epidermidis in the h.txt,53393,1544,48.0,^Abstract$,955.0,^acknowledge?ments?$,1803,38511,13080,84,334,636,True,10.3389/fmicb.2016.00999,Front Microbiol,Acknowledgments|References|Competing interests|Author contributions,Abstract|Introduction|Methods|Results|Discussion,3.38,72.13,24.5
Experimental Evolution of Bacillus subtilis.txt,86297,1587,88.0,^Abstract$,911.0,^acknowledge?ments?$,4362,61307,20629,120,507,648,True,10.3390/biology13121088,Biology (Basel),Acknowledgments|References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,5.05,71.04,23.9
Cultivation in space flight produces minimal alter.txt,51998,1204,67.0,^Abstract$,741.0,^acknowledge?ments?$,1719,39785,10495,70,250,438,True,10.1128/AEM.01584-17,Appl Environ Microbiol,Acknowledgments|References,Abstract|Introduction|Methods|Results|Discussion,3.31,76.51,20.18
Alterations in the Spectrum of Spontaneous Rifampi.txt,52073,1886,54.0,^Abstract$,1207.0,^acknowledge?ments?$,2049,36112,13913,101,396,825,True,10.3389/fmicb.2018.00192,Front Microbiol,Acknowledgments|References|Competing interests|Author contributions,Abstract|Introduction|Methods|Results|Discussion,3.93,69.35,26.72
Mechanotransduction in Prokaryotes A Possible Mech.txt,51103,1242,41.0,^Abstract$,417.0,^acknowledge?ments?$,1367,28002,21735,144,653,733,True,10.3390/life11010033,Life (Basel),Acknowledgments|References|Funding|Author contributions|Footnotes,Abstract,2.67,54.8,42.53
Environmental dependence of competitive fitness in.txt,60605,1957,51.0,^Abstract$,1183.0,^acknowledge?ments?$,1119,42248,17239,113,475,754,True,10.1128/aem.02422-21,Appl Environ Microbiol,Acknowledgments|References|Contributor Information,Abstract|Introduction|Methods,1.85,69.71,28.44
Organotypic 3D cell culture models using the rotat.txt,125263,2291,71.0,^Abstract$,1604.0,^acknowledge?ments?$,2539,99397,23328,142,601,672,False,10.1002/cpmc.129,Curr Protoc Microbiol,Acknowledgments|References|Footnotes,Abstract|Introduction,2.03,79.35,18.62
Induction of attachmentindependent biofilm formati.txt,70970,2228,64.0,^Abstract$,1112.0,^acknowledge?ments?$,1844,52197,16930,132,574,897,True,10.1128/AEM.00175-11,Appl Environ Microbiol,Acknowledgments|References|Footnotes,Abstract|Introduction|Methods|Results|Discussion,2.6,73.55,23.86
Characterization of the Salmonella enterica serova.txt,59801,1956,97.0,^Abstract$,1381.0,^acknowledge?ments?$,1829,44332,13641,113,434,788,True,10.1128/JB.01335-10,J Bacteriol,Acknowledgments|References|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,3.06,74.13,22.81
Evaluation of microorganisms cultured from injured.txt,60971,1801,130.0,^Abstract$,1195.0,^acknowledge?ments?$,4098,36018,20856,118,403,650,True,10.1371/journal.pone.0028906,PLoS One,Acknowledgments|References|Competing interests|Footnotes,Abstract|Introduction|Methods|Results|Discussion,6.72,59.07,34.21
Transcriptional and proteomic responses of Pseudom.txt,64184,2375,304.0,^Abstract$,1700.0,^acknowledge?ments?$,9295,43027,11863,92,368,774,True,10.1128/AEM.01582-10,Appl Environ Microbiol,Acknowledgments|References|Footnotes,Abstract|Methods|Results|Discussion,14.48,67.04,18.48
New insights into the bacterial fitnessassociated .txt,82219,2328,146.0,^Abstract$,1354.0,^acknowledge?ments?$,4250,51327,26643,165,707,889,True,10.1371/journal.pone.0029481,PLoS One,Acknowledgments|References|Competing interests|Supplementary|Footnotes,Abstract|Introduction|Methods|Conclusion,5.17,62.43,32.4
Lack of norovirus replication and histoblood group.txt,46219,1092,287.0,^Abstract$,588.0,^acknowledge?ments?$,8749,24905,12566,90,335,560,True,10.3201/eid1903.121029,Emerg Infect Dis,Acknowledgments|References|Supplementary|Footnotes,Abstract|Methods|Results|Discussion,18.93,53.88,27.19
Conservation of the lowshear modeled microgravity .txt,35081,1142,97.0,^Abstract$,771.0,^acknowledge?ments?$,2701,21927,10454,80,294,544,True,10.2174/1874285801408010051,Open Microbiol J,Acknowledgments|References|Competing interests,Abstract|Introduction|Methods|Results|Discussion,7.7,62.5,29.8
Mimicking the host and its microenvironment in vit.txt,125775,4423,56.0,^Abstract$,2420.0,^acknowledge?ments?$,1767,64943,59066,350,1776,1608,False,10.1111/2049-632X.12180,Pathog Dis,Acknowledgments|References,Abstract|Introduction,1.4,51.63,46.96
Effects of Sex and Gender on Adaptation to Space I.txt,85298,2207,71.0,^Abstract$,868.0,^references$,2485,45563,37251,200,1012,988,True,10.1016/j.mehy.2020.110237,Med Hypotheses,References|Competing interests,Abstract,2.91,53.42,43.67
Recellularization of decellularized lung scaffolds.txt,61207,1402,115.0,^Abstract$,691.0,^acknowledge?ments?$,3489,38557,19162,118,501,717,True,10.1371/journal.pone.0126846,PLoS One,Acknowledgments|References|Funding|Competing interests|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,5.7,62.99,31.31
Threedimensional organotypic coculture model of in.txt,81539,2042,192.0,^Abstract$,1162.0,^acknowledge?ments?$,4849,53867,22824,166,672,1030,True,10.1038/s41526-017-0011-2,NPJ Microgravity,Acknowledgments|References|Competing interests|Author contributions|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion|Conclusion,5.95,66.06,27.99
Modeling HostPathogen Interactions in the Context .txt,193240,6873,152.0,^Abstract$,,,4815,188426,0,645,3202,3269,True,10.1128/IAI.00282-18,Infect Immun,Acknowledgments|References,Abstract|Introduction|Conclusion,2.49,97.51,0.0
Evaluating the effect of spaceflight on the hostÄì.txt,74653,1772,275.0,^Abstract$,916.0,^acknowledge?ments?$,7141,45423,22090,154,613,910,True,10.1038/s41526-021-00136-w,NPJ Microgravity,Acknowledgments|References|Funding|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Methods,9.57,60.85,29.59
Spaceflight enhances cell aggregation and random b.txt,122093,4988,202.0,^Abstract$,3657.0,^acknowledge?ments?$,6407,89430,26257,192,831,1039,True,10.1371/journal.pone.0080677,PLoS One,Acknowledgments|References|Funding|Competing interests|Supplementary,Abstract|Introduction|Results|Discussion,5.25,73.25,21.51
Growth and antifungal resistance of the pathogenic.txt,103450,1568,146.0,^Abstract$,1020.0,^acknowledge?ments?$,9217,77126,17108,117,419,721,True,10.3390/life11040283,Life (Basel),Acknowledgments|References|Funding|Author contributions|Data availability|Footnotes,Abstract,8.91,74.55,16.54
Challenges and considerations for singlecell and s.txt,97813,2214,228.0,^PMC Copyright notice$,819.0,^acknowledge?ments?$,5422,49628,42764,264,1107,1181,True,10.1016/j.crmeth.2022.100325,Cell Rep Methods,Acknowledgments|References|Author contributions,Introduction,5.54,50.74,43.72
Direct RNA sequencing of astronaut blood reveals s.txt,61556,1529,186.0,^Abstract$,740.0,^acknowledge?ments?$,5571,37103,18883,141,559,779,True,10.1038/s41467-024-48929-3,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,9.05,60.28,30.68
Collection of biospecimens from the inspiration4 m.txt,75571,1686,350.0,^Abstract$,810.0,^acknowledge?ments?$,10452,42919,22201,165,625,900,True,10.1038/s41467-024-48806-z,Nat Commun,Acknowledgments|References|Competing interests|Author contributions|Data availability|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,13.83,56.79,29.38
Microfluidicsenabled method to identify modes of C.txt,42308,971,50.0,^Abstract$,382.0,^acknowledge?ments?$,1297,32819,8193,76,330,405,True,10.1063/1.4829777,Biomicrofluidics,Acknowledgments|References,Abstract|Introduction|Methods|Results|Discussion|Conclusion,3.07,77.57,19.37
Multiparameter behavioral analyses provide insight.txt,61985,1625,54.0,^Abstract$,1017.0,^acknowledge?ments?$,1592,51048,9346,82,297,381,True,10.1093/toxsci/kft138,Toxicol Sci,Acknowledgments|References|Funding|Supplementary,Abstract|Methods|Results|Discussion|Conclusion,2.57,82.36,15.08
Growth performance and root transcriptome remodeli.txt,75759,1739,94.0,^Abstract$,1323.0,^acknowledge?ments?$,3204,60116,12440,84,294,547,True,10.1371/journal.pone.0012348,PLoS One,Acknowledgments|References|Competing interests|Supplementary|Footnotes,Abstract|Introduction|Methods|Results|Discussion,4.23,79.35,16.42
The 1433 proteins of Arabidopsis regulate root gro.txt,51780,1333,59.0,^Abstract$,934.0,^acknowledge?ments?$,2194,36659,12928,85,340,422,True,10.1093/jxb/ers022,J Exp Bot,Acknowledgments|References|Supplementary,Abstract|Introduction|Methods|Results|Discussion,4.24,70.8,24.97
1433 phosphoprotein interaction networks  does iso.txt,88130,2348,75.0,^Abstract$,,,2718,85413,0,195,982,1090,True,10.3389/fpls.2012.00190,Front Plant Sci,Acknowledgments|References|Competing interests,Abstract|Introduction,3.08,96.92,0.0
Plant growth strategies are remodeled by spaceflig.txt,56366,1253,158.0,^Abstract$,585.0,^references$,4994,36496,14877,117,441,546,True,10.2147/DDDT.S486371,Drug Des Devel Ther,References|Funding|Author contributions|Data availability,Abstract|Introduction|Methods|Results|Discussion|Conclusion,8.86,64.75,26.39
Spaceflight transcriptomes unique responses to a n.txt,104342,2027,98.0,^Abstract$,1402.0,^acknowledge?ments?$,3422,81838,19083,117,469,630,True,10.3389/fpls.2023.1260429,Front Plant Sci,Acknowledgments|References|Funding|Competing interests|Author contributions|Data availability|Supplementary,Abstract,3.28,78.43,18.29
Fundamental plant biology enabled by the space shu.txt,69397,1926,130.0,^Abstract$,888.0,^acknowledge?ments?$,4470,39383,25545,142,592,766,True,10.1128/mSystems.00112-18,mSystems,Acknowledgments|References|Data availability|Supplementary,Abstract|Introduction|Methods|Results|Discussion,6.44,56.75,36.81
Organspecific remodeling of the Arabidopsis transc.txt,100864,1761,66.0,^Abstract$,857.0,^acknowledge?ments?$,1633,69749,29483,144,677,867,True,10.3390/life13030626,Life (Basel),Acknowledgments|References|Funding|Author contributions|Data availability|Supplementary|Footnotes,Abstract,1.62,69.15,29.23
